intro_1.started,intro_2.started,intro2_resp.started,intro2_resp.keys,intro2_resp.rt,participant,session,gender,age,date,expName,psychopyVersion,frameRate,
84.67538970056921,86.39305330067873,86.39305330067873,space,2.36271629948169,111,001,,,2023-11-06_13h41.39.673,ETchi,2023.1.1,60.01709311006182,
