intro_1.started,intro_2.started,intro2_resp.started,intro2_resp.keys,intro2_resp.rt,participant,session,gender,age,date,expName,psychopyVersion,frameRate,
60.20243149995804,62.094537099823356,62.094537099823356,space,1.0841512000188231,66,001,,,2023-11-06_13h39.09.927,ETchi,2023.1.1,60.03269370450196,
