thisRow.t,notes,Intro1.started,intro_1.started,Intro1.stopped,Intro2.started,intro_2.started,intro2_resp.started,participant,session,gender,age,date,expName,psychopyVersion,frameRate,expStart,
,,0.049145700002554804,0.0659814000246115,2.0162037999834865,2.016231500019785,2.03266959998291,2.03266959998291,,,,,,,,,,
