intro_1.started,intro_1.stopped,intro_2.started,intro2_resp.started,intro2_resp.keys,intro2_resp.rt,intro2_resp.duration,Intro_3.started,intro3_resp.started,intro3_resp.keys,intro3_resp.rt,intro3_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,
8.779121000000032,10.783462699999973,10.783462699999973,10.783462699999973,space,0.9703844000000572,None,,,,,,933275,001,2023-11-06_19h17.55.110,ETproject_Chi_2023.1.1,2023.1.3,60.0181374811515,
,,,,,,,11.78350290000003,11.78350290000003,space,0.24179290000006404,None,933275,001,2023-11-06_19h17.55.110,ETproject_Chi_2023.1.1,2023.1.3,60.0181374811515,
