,No,Category,earlier_stim,later_stim,distance,congruency,orientation,instruction,corr_resp,Instruction_stim,early_position,late_position
23,23,Month,一月,二月 ,1,congruent,Vert,early,up,image/Chi_early.png,"[0,0.3]","[0,-0.3]"
329,123,Week,星期六,星期日,1,congruent,Vert,late,down,image/Chi_late.png,"[0,0.3]","[0,-0.3]"
140,48,Month,十月 ,八月,2,incongruent,Hori,early,right,image/Chi_early.png,"[-0.3,0]","[0.3,0]"
73,82,Month,六月,五月,1,incongruent,Vert,late,up,image/Chi_late.png,"[0,0.3]","[0,-0.3]"
176,1,Month,一月,四月,3,congruent,Hori,early,left,image/Chi_early.png,"[-0.3,0]","[0.3,0]"
430,142,Week,星期日,星期四,3,incongruent,Vert,early,down,image/Chi_early.png,"[0,0.3]","[0,-0.3]"
183,2,Month,二月,五月,3,congruent,Hori,early,left,image/Chi_early.png,"[-0.3,0]","[0.3,0]"
253,10,Month,二月,六月,4,congruent,Hori,late,right,image/Chi_late.png,"[-0.3,0]","[0.3,0]"
120,34,Month,四月,六月,2,congruent,Vert,late,down,image/Chi_late.png,"[0,0.3]","[0,-0.3]"
405,98,Week,星期二,星期五,3,congruent,Hori,early,left,image/Chi_early.png,"[-0.3,0]","[0.3,0]"
279,39,Month,十一月 ,七月,4,incongruent,Hori,early,right,image/Chi_early.png,"[-0.3,0]","[0.3,0]"
160,72,Month,四月,二月,2,incongruent,Vert,late,up,image/Chi_late.png,"[0,0.3]","[0,-0.3]"
0,13,Month,二月,三月,1,congruent,Hori,late,right,image/Chi_late.png,"[-0.3,0]","[0.3,0]"
173,16,Month,七月,十月 ,3,congruent,Hori,late,right,image/Chi_late.png,"[-0.3,0]","[0.3,0]"
201,26,Month,八月,十一月 ,3,congruent,Vert,early,up,image/Chi_early.png,"[0,0.3]","[0,-0.3]"
128,60,Month,十二月,十月 ,2,incongruent,Hori,late,left,image/Chi_late.png,"[-0.3,0]","[0.3,0]"
261,21,Month,五月,九月 ,4,congruent,Vert,early,up,image/Chi_early.png,"[0,0.3]","[0,-0.3]"
383,134,Week,星期五,星期三 ,2,incongruent,Hori,late,left,image/Chi_late.png,"[-0.3,0]","[0.3,0]"
148,68,Month,十月 ,八月,2,incongruent,Vert,early,down,image/Chi_early.png,"[0,0.3]","[0,-0.3]"
245,7,Month,七月,十一月 ,4,congruent,Hori,early,left,image/Chi_early.png,"[-0.3,0]","[0.3,0]"
